date,个人用户
2025-11-26,2.2562874251497007
2025-11-27,2.509739405106607
2025-11-28,2.5153846153846153
2025-11-29,2.6543372963452225
2025-11-30,2.754414125200642
2025-12-01,2.6948228882833787
2025-12-02,2.776758409785933
2025-12-03,2.553691275167785
2025-12-04,2.7679180887372015
2025-12-05,3.221590909090909
2025-12-06,3.1818181818181817
2025-12-07,3.142857142857143
2025-12-08,3.1285714285714286
2025-12-09,2.703125
