time,同情,希望,恐惧,感动,愤怒,担忧,支持,无奈,欣慰,沮丧
2025-12-19 18:00,2,0,0,3,0,0,0,0,0,0
2025-12-19 19:00,2,1,0,3,0,2,1,2,1,0
2025-12-19 20:00,1,0,0,1,0,1,1,0,2,0
2025-12-19 21:00,1,0,0,1,0,0,1,0,1,0
2025-12-19 22:00,0,0,0,0,0,0,1,0,1,0
2025-12-20 01:00,2,0,0,0,0,1,1,1,0,0
2025-12-20 03:00,0,0,1,0,0,1,1,0,0,0
2025-12-20 07:00,0,1,0,1,0,0,0,0,2,0
2025-12-20 09:00,0,0,0,1,1,2,1,0,1,1
2025-12-20 10:00,0,0,0,1,0,2,2,0,2,0
2025-12-20 11:00,1,0,0,1,0,1,1,1,1,0
2025-12-20 12:00,4,1,0,2,0,4,1,1,1,1
2025-12-20 13:00,2,0,0,1,0,1,0,0,0,0
2025-12-20 14:00,1,1,0,0,0,1,2,0,1,0
2025-12-20 15:00,1,1,0,1,0,1,0,0,0,1
2025-12-20 16:00,2,0,0,1,0,1,0,0,1,1
2025-12-20 17:00,2,2,1,1,0,2,0,1,0,0
2025-12-20 19:00,0,0,0,1,0,0,0,0,1,0
2025-12-20 21:00,1,0,0,1,0,1,0,1,2,1
2025-12-20 22:00,0,0,0,0,1,0,0,0,0,1
2025-12-20 23:00,0,0,0,1,0,0,1,0,1,1
2025-12-21 00:00,0,0,0,0,0,0,2,0,1,0
2025-12-21 10:00,0,1,0,0,0,1,1,0,0,0
2025-12-21 11:00,0,0,0,0,0,1,0,1,0,0
2025-12-21 12:00,2,1,0,2,0,0,0,1,1,0
2025-12-21 13:00,3,3,1,4,0,2,2,1,0,1
2025-12-21 14:00,1,0,0,2,0,0,0,0,0,1
2025-12-21 15:00,5,0,0,6,0,0,0,2,1,0
2025-12-21 16:00,1,0,0,2,0,0,1,1,1,0
2025-12-21 17:00,2,0,0,0,1,2,0,1,0,1
2025-12-21 19:00,0,0,0,0,0,0,0,1,0,0
2025-12-21 21:00,0,1,0,0,0,1,0,0,0,1
2025-12-21 22:00,0,0,0,0,1,0,0,0,0,0
2025-12-21 23:00,1,0,0,2,1,1,1,1,0,0
2025-12-22 00:00,1,0,0,1,0,0,2,0,2,0
2025-12-22 01:00,0,0,0,0,1,1,1,0,0,0
2025-12-22 08:00,1,0,0,0,0,1,0,0,0,0
2025-12-22 10:00,0,0,0,0,0,0,0,0,1,0
2025-12-22 11:00,0,1,0,1,0,1,1,0,1,0
2025-12-22 13:00,0,0,1,0,0,1,0,1,0,0
2025-12-22 14:00,0,1,0,0,0,0,0,0,0,0
2025-12-22 16:00,0,1,0,0,0,0,1,0,0,0
2025-12-22 17:00,0,1,0,2,0,0,0,0,1,0
2025-12-22 19:00,0,0,0,0,0,0,0,1,0,0
2025-12-22 20:00,0,0,0,0,0,0,1,0,1,0
2025-12-22 22:00,0,0,0,2,0,1,2,1,1,0
2025-12-23 00:00,0,0,0,1,0,0,0,0,1,0
2025-12-23 01:00,0,0,0,0,1,0,0,1,0,0
2025-12-23 02:00,0,0,0,0,0,0,0,1,0,0
2025-12-23 05:00,1,0,0,1,0,0,0,0,0,0
2025-12-23 09:00,1,1,0,0,0,0,1,0,0,0
2025-12-23 11:00,0,0,0,0,0,0,0,0,1,0
2025-12-23 13:00,0,0,0,1,2,1,0,0,1,0
2025-12-23 14:00,0,1,0,0,0,1,1,0,0,0
2025-12-23 15:00,0,1,0,1,0,0,0,0,0,0
2025-12-23 16:00,1,1,0,0,0,1,0,0,0,0
2025-12-23 17:00,0,0,1,0,0,1,1,1,0,0
2025-12-23 19:00,0,1,0,0,0,0,0,0,1,0
2025-12-23 20:00,0,1,1,0,0,1,1,1,0,0
2025-12-23 22:00,0,1,0,0,0,0,1,0,1,0
2025-12-24 01:00,0,1,0,0,1,0,0,0,0,0
2025-12-24 08:00,0,0,0,0,1,0,0,1,0,0
2025-12-24 10:00,0,0,0,0,1,2,1,1,0,0
2025-12-24 11:00,0,1,0,0,0,1,1,0,0,0
2025-12-24 13:00,0,1,0,0,0,1,0,0,0,0
2025-12-24 14:00,0,1,0,0,0,1,1,0,1,1
2025-12-24 16:00,0,0,0,0,0,0,0,1,0,1
2025-12-24 17:00,1,0,1,1,1,2,0,2,0,1
2025-12-24 19:00,1,0,0,0,0,0,1,0,1,0
2025-12-24 20:00,0,0,0,0,0,0,0,0,1,0
2025-12-24 21:00,0,0,0,0,0,1,0,0,0,0
2025-12-24 23:00,0,0,0,1,0,0,0,1,0,0
2025-12-25 00:00,0,0,0,0,1,0,0,0,0,0
2025-12-25 02:00,0,0,0,0,0,1,0,0,0,0
2025-12-25 08:00,0,0,0,0,0,0,1,0,0,0
2025-12-25 09:00,0,0,0,1,0,0,0,0,1,0
2025-12-25 10:00,0,1,0,0,2,2,1,0,0,0
2025-12-25 11:00,0,1,0,2,0,0,3,1,2,0
2025-12-25 12:00,0,0,0,0,0,2,0,0,0,0
2025-12-25 13:00,0,0,0,0,0,1,0,0,0,0
2025-12-25 14:00,0,0,0,1,0,0,0,0,0,0
2025-12-25 15:00,0,1,0,0,0,1,0,0,0,0
2025-12-25 18:00,0,2,0,0,2,2,1,0,1,0
2025-12-25 19:00,0,1,0,0,0,0,0,0,1,0
2025-12-25 20:00,1,2,0,0,1,1,0,0,2,0
2025-12-25 21:00,2,2,0,0,0,1,1,0,3,1
2025-12-25 23:00,0,0,0,0,0,0,0,1,0,0
2025-12-26 06:00,1,0,0,0,1,0,0,0,0,0
2025-12-26 07:00,0,0,0,0,0,0,0,0,1,0
2025-12-26 08:00,1,1,0,0,0,1,0,0,0,0
2025-12-26 10:00,1,0,0,1,1,2,0,0,1,0
2025-12-26 11:00,0,0,0,0,0,0,1,0,2,0
2025-12-26 12:00,1,0,0,2,0,0,1,0,2,0
2025-12-26 13:00,0,2,0,1,0,0,0,0,2,0
2025-12-26 14:00,0,16,0,3,0,0,1,0,15,1
2025-12-26 15:00,3,25,0,3,0,0,2,0,24,0
2025-12-26 16:00,5,14,0,2,0,0,0,0,17,0
2025-12-26 17:00,1,0,0,0,0,2,1,2,1,0
2025-12-26 18:00,2,4,0,0,0,0,1,0,3,0
2025-12-26 19:00,1,1,0,0,0,1,0,0,0,0
2025-12-26 20:00,0,1,0,1,0,0,0,1,2,1
2025-12-26 21:00,0,0,0,0,1,0,0,0,1,0
2025-12-26 22:00,0,1,1,0,0,1,1,0,1,0
2025-12-27 01:00,1,0,0,0,0,0,0,0,0,0
2025-12-27 09:00,0,1,0,1,0,0,1,0,1,0
2025-12-27 10:00,0,2,0,0,1,0,0,0,1,0
2025-12-27 12:00,0,1,0,0,0,0,1,0,1,0
2025-12-27 14:00,0,1,0,0,1,1,0,1,1,0
2025-12-27 15:00,1,2,0,0,0,1,0,1,1,1
2025-12-27 18:00,1,0,0,0,0,0,0,1,0,0
2025-12-27 21:00,1,1,0,0,0,1,0,0,0,0
2025-12-27 23:00,0,0,0,0,0,1,0,0,0,0
2025-12-28 00:00,0,0,0,0,0,1,0,1,0,0
2025-12-28 01:00,0,0,0,0,0,0,0,0,1,0
2025-12-28 10:00,0,1,0,0,1,0,0,2,1,0
2025-12-28 13:00,0,0,0,1,0,0,0,1,0,0
2025-12-28 14:00,2,0,1,0,1,3,1,0,0,1
2025-12-28 16:00,0,0,0,0,0,1,0,0,0,0
2025-12-28 17:00,0,0,0,1,0,0,1,0,1,0
2025-12-28 18:00,1,1,0,1,1,1,0,1,0,0
2025-12-28 20:00,0,0,0,0,0,1,1,1,0,0
2025-12-28 21:00,0,1,0,0,4,5,1,0,0,0
2025-12-28 22:00,0,0,0,0,2,2,0,1,0,0
2025-12-28 23:00,0,1,0,0,0,1,0,0,0,0
2025-12-29 09:00,0,0,1,0,1,2,0,0,0,0
2025-12-29 10:00,0,0,0,0,1,0,0,1,0,0
2025-12-29 11:00,0,1,0,0,0,0,1,0,0,0
2025-12-29 13:00,0,1,0,1,0,0,1,0,0,0
2025-12-29 14:00,0,0,0,0,0,0,1,0,0,0
2025-12-29 15:00,0,1,0,0,0,1,1,1,0,0
2025-12-29 16:00,0,1,0,0,0,0,0,0,1,0
2025-12-29 18:00,1,0,1,0,0,1,0,0,1,0
2025-12-29 20:00,0,0,0,0,0,0,0,1,0,0
2025-12-29 22:00,0,0,1,0,0,1,0,0,0,0
2025-12-30 07:00,1,0,0,0,0,1,0,1,0,0
2025-12-30 09:00,1,0,1,0,1,1,0,1,0,0
2025-12-30 10:00,0,0,0,0,1,1,0,0,0,0
2025-12-30 11:00,0,0,0,1,1,1,0,0,0,0
2025-12-30 12:00,0,0,0,0,0,1,1,1,0,0
2025-12-30 13:00,0,0,0,0,0,0,1,0,1,0
2025-12-30 18:00,0,1,0,0,0,0,0,0,0,0
2025-12-30 19:00,0,0,0,0,0,0,0,0,1,0
2025-12-30 20:00,0,1,0,0,0,0,0,0,1,0
2025-12-30 21:00,0,1,0,0,0,1,0,0,0,0
2025-12-30 23:00,1,0,0,1,0,0,0,0,1,0
2025-12-31 00:00,0,0,0,0,1,0,0,0,0,0
2025-12-31 02:00,0,0,0,0,0,0,1,0,0,0
2025-12-31 03:00,0,0,0,1,0,0,1,0,0,0
2025-12-31 08:00,0,1,0,0,1,0,1,0,0,0
2025-12-31 10:00,0,1,0,0,1,0,1,1,0,0
2025-12-31 11:00,0,1,0,1,0,0,0,0,1,0
2025-12-31 12:00,0,0,0,0,0,1,0,0,0,0
2025-12-31 13:00,0,1,0,0,0,1,0,0,0,0
2025-12-31 14:00,0,0,0,1,1,1,0,0,1,0
2025-12-31 16:00,0,1,0,0,0,2,2,0,1,0
2025-12-31 17:00,0,1,0,0,0,0,0,0,0,0
2025-12-31 18:00,0,2,0,0,0,0,2,0,2,0
2025-12-31 19:00,0,0,0,0,1,1,0,0,1,0
2025-12-31 20:00,0,0,0,0,1,0,1,0,0,1
2025-12-31 21:00,0,0,0,1,0,0,0,0,0,0
