Key,悲观,乐观,中性,极度悲观,极度乐观
个人用户,"{'count': 9378, 'row_percentage': 47.96, 'col_percentage': 100.0}","{'count': 5129, 'row_percentage': 26.23, 'col_percentage': 100.0}","{'count': 2652, 'row_percentage': 13.56, 'col_percentage': 100.0}","{'count': 2193, 'row_percentage': 11.22, 'col_percentage': 100.0}","{'count': 200, 'row_percentage': 1.02, 'col_percentage': 100.0}"
